Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AngeMotorState,Photoeye,VisionXOutput,gyro180,RollerArmDesired,RollerArmActual,ShooterArmDesired,ShooterArmActual, DefenseDetectorController,DefenseDetectorRaw,Shooter10Amps,Shooter11Amps,IsStalled
08:40:24.683 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4000.195312,-4004.003906,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:24.783 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4001.513672,-4010.449219,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:24.883 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4000.341797,-4009.570312,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:24.985 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3995.800781,-4004.150391,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:25.086 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3994.042969,-4000.488281,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:25.186 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3995.214844,-3998.144531,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:25.286 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3999.169922,-3995.800781,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:25.386 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3999.755859,-3995.068359,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:25.487 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3991.552734,-3997.851562,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:25.587 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3984.814453,-3998.876953,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:25.688 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3987.597656,-4000.634766,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:25.787 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3991.406250,-4002.832031,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:25.888 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3995.214844,-4003.710937,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:25.987 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3994.775391,-4001.806641,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:26.087 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3994.921875,-4003.271484,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:26.188 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3995.214844,-4003.564453,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:26.287 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3998.437500,-4001.367187,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:26.387 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4003.417969,-3997.705078,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:26.487 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4005.908203,-3996.386719,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,102.000000,1,0,0.409449,0.409449,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:26.587 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3991.845703,-3984.228516,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,0.417323,0.417323,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:26.687 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3923.730469,-3926.220703,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,0.417323,0.417323,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:26.788 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3879.199219,-3891.357422,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,102.000000,1,0,0.417323,0.417323,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:26.889 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3914.355469,-3918.164062,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,0.417323,0.417323,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:26.990 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3989.062500,-3954.785156,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,0.488189,0.488189,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:27.092 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4036.816406,-3992.724609,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,0.464567,0.464567,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:27.193 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4044.873047,-3999.462891,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,0.456693,0.456693,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:27.293 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4046.044922,-4008.398437,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,0.275591,0.275591,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:27.393 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4051.171875,-4025.244141,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:27.493 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4069.335937,-4048.974609,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32822.000000,0,0,0.000000,0.000000,0
08:40:27.593 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4083.984375,-4068.603516,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32819.000000,0,0,0.000000,0.000000,0
08:40:27.694 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4083.251953,-4057.910156,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,-0.196850,0.196850,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32803.000000,0,0,0.000000,0.000000,0
08:40:27.794 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4061.425781,-4039.599609,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,100.000000,1,0,-0.409449,0.409449,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32803.000000,0,0,0.000000,0.000000,0
08:40:27.895 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4024.218750,-3999.755859,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,102.000000,1,0,-0.393701,0.393701,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32803.000000,0,0,0.000000,0.000000,0
08:40:27.995 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3931.933594,-3939.697266,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32803.000000,0,0,0.000000,0.000000,0
08:40:28.096 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3893.115234,-3921.826172,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32803.000000,0,0,0.000000,0.000000,0
08:40:28.196 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3971.777344,-4002.392578,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32803.000000,0,0,0.000000,0.000000,0
08:40:28.297 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4052.636719,-4049.267578,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32803.000000,0,0,0.000000,0.000000,0
08:40:28.398 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4079.736328,-4056.445312,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32803.000000,0,0,0.000000,0.000000,0
08:40:28.497 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4069.042969,-4047.216797,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,6.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4786.000000,32768.000000,-32803.000000,0,0,0.000000,0.000000,0
